period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,2397,75,30,0,1,0,0,1,0
2,265,76,54,0,1,0,0,1,0
2,326,81,50,0,1,0,0,1,0
2,634,89,65,0,1,0,0,1,0
2,794,75,57,0,1,0,0,1,0
2,861,94,42,0,0,1,0,1,1
2,970,73,39,0,1,0,0,0,0
2,1389,90,56,0,0,0,1,1,0
2,2147,81,41,0,1,0,0,0,0
1,883,83,45,0,0,1,0,0,0
1,893,91,43,0,0,1,0,1,1
1,1490,92,66,0,0,1,0,1,0
1,1677,84,71,0,0,1,0,1,0
1,1807,92,44,0,0,0,1,1,0
1,2593,74,29,0,1,0,0,1,0
2,246,87,30,0,1,0,0,1,0
2,371,82,55,0,0,1,0,1,0
2,685,80,58,0,1,0,0,1,1
2,1143,93,37,0,0,0,1,1,0
2,1272,82,35,0,1,0,0,1,0
2,1351,70,79,0,1,0,0,0,0
2,1464,92,51,0,1,0,0,1,0
2,1734,88,28,0,1,0,0,1,0
2,1978,89,59,0,1,0,0,1,0
2,2197,90,48,0,1,0,0,1,0
2,2200,80,35,0,0,1,0,0,0
2,2256,83,40,0,1,0,0,1,0
2,2422,96,35,0,1,0,0,1,0
2,2753,86,46,0,1,0,0,1,0
2,2776,86,51,0,0,0,1,1,0
1,78,97,70,0,1,0,0,1,0
1,219,90,59,0,1,0,0,1,0
1,326,89,72,0,1,0,0,1,0
1,539,87,60,0,0,1,0,1,0
1,695,87,68,0,1,0,0,0,0
1,1213,85,40,0,1,0,0,1,0
1,1369,88,44,0,1,0,0,1,1
1,1851,90,63,0,1,0,0,1,0
1,1941,97,58,0,1,0,0,1,0
1,2018,80,41,0,0,1,0,1,0
1,2114,92,29,0,0,1,0,1,0
1,2245,92,54,0,0,0,1,1,0
1,2574,86,30,0,1,0,0,0,0
1,2775,74,57,0,1,0,0,1,0
2,94,45,31,1,0,1,0,1,0
2,125,78,40,0,1,0,0,1,0
2,149,98,44,0,0,0,1,1,1
2,237,89,75,0,1,0,0,1,0
2,314,94,34,0,0,1,0,0,0
2,361,97,58,0,1,0,0,1,0
2,499,73,65,0,1,0,0,0,0
2,545,94,47,0,1,0,0,1,1
2,628,94,35,0,1,0,0,1,0
2,1547,95,33,0,0,1,0,1,1
2,1929,75,62,0,1,0,0,0,0
2,2057,87,32,0,1,0,0,1,1
2,2201,86,35,0,1,0,0,1,0
2,2244,87,53,0,1,0,0,1,0
2,2423,93,44,0,1,0,0,0,0
2,2478,88,66,0,1,0,0,1,0
1,207,70,42,0,0,1,0,0,0
1,330,72,61,0,1,0,0,1,0
1,1199,86,57,0,1,0,0,0,0
1,1628,87,62,0,1,0,0,1,1
1,1860,75,71,0,0,1,0,1,0
1,2030,78,62,0,0,1,0,0,0
1,2032,91,59,0,1,0,0,1,1
1,2302,72,22,0,1,0,0,0,0
1,2477,73,60,0,0,1,0,1,0
1,2504,78,49,0,0,1,0,0,0
1,2616,82,32,0,1,0,0,1,0
1,2774,81,67,0,1,0,0,0,0
1,2870,72,34,0,0,1,0,0,0
1,2876,79,25,0,0,1,0,1,0
2,85,93,52,0,1,0,0,1,0
2,133,86,36,0,1,0,0,1,0
2,1085,77,27,0,0,1,0,0,0
2,1283,75,41,0,0,1,0,0,0
2,1303,70,29,0,1,0,0,1,0
2,1885,80,58,0,1,0,0,1,0
2,2227,81,37,0,1,0,0,1,0
2,2457,95,42,0,0,0,1,1,0
2,2784,91,35,0,0,1,0,1,0
2,2849,77,39,0,1,0,0,1,0
2,2978,93,53,0,0,0,1,1,0
2,3108,94,36,0,1,0,0,1,1
2,3292,97,50,0,0,1,0,1,1
2,3390,88,60,0,0,1,0,1,0
2,3491,82,52,0,1,0,0,1,0
1,76,85,62,0,0,0,1,1,0
1,315,85,80,0,0,1,0,1,0
1,399,87,45,0,0,1,0,1,0
1,511,82,37,0,1,0,0,1,0
1,607,67,34,0,1,0,0,0,0
1,904,66,10,0,1,0,0,1,0
1,1480,69,22,0,0,1,0,1,0
1,1609,73,62,0,0,1,0,0,0
1,1720,90,60,0,1,0,0,1,0
1,1722,88,52,0,1,0,0,1,0
1,2246,88,42,0,0,0,1,1,0
1,2561,81,37,0,1,0,0,0,0
1,2712,68,65,0,1,0,0,0,0
2,102,72,50,0,1,0,0,0,0
2,574,88,48,0,0,0,1,1,0
2,641,73,60,0,1,0,0,1,0
2,725,71,70,0,1,0,0,0,0
2,1376,87,30,0,1,0,0,1,0
2,1574,93,53,0,1,0,0,1,1
2,1713,86,63,0,1,0,0,1,0
2,1768,89,34,0,0,1,0,1,1
2,1918,66,46,0,1,0,0,0,0
2,2868,78,55,0,1,0,0,1,0
1,201,43,49,0,0,1,0,1,0
1,546,74,71,1,0,1,0,1,0
1,1186,91,46,0,0,0,1,1,0
1,1255,95,49,0,0,0,1,1,0
1,1273,90,52,0,1,0,0,1,1
1,1443,94,63,0,1,0,0,1,0
1,1445,90,63,0,0,0,1,1,0
1,1995,87,42,0,1,0,0,0,0
1,2102,89,48,0,1,0,0,1,0
1,2373,89,65,0,1,0,0,1,0
1,2451,94,37,0,0,1,0,1,0
1,2608,81,62,0,1,0,0,1,0
1,2805,91,66,0,1,0,0,1,0
2,588,88,45,0,0,1,0,1,0
2,1914,94,66,0,1,0,0,0,0
2,2121,88,69,0,1,0,0,0,0
2,2723,85,52,0,0,0,1,1,0
2,2832,92,31,0,0,1,0,0,0
1,537,89,62,0,1,0,0,1,0
1,817,75,63,0,1,0,0,1,0
1,942,86,48,0,1,0,0,1,0
1,1111,84,30,0,1,0,0,0,0
1,1547,86,58,0,1,0,0,0,0
1,1550,76,40,0,0,1,0,1,0
1,2270,91,45,0,1,0,0,0,0
1,2436,82,59,0,1,0,0,0,0
1,2699,86,31,0,0,1,0,1,0
2,99,90,37,0,0,1,0,1,1
2,220,92,72,0,1,0,0,1,1
2,478,87,55,0,0,1,0,0,0
2,739,90,75,0,1,0,0,1,0
2,857,74,34,0,0,1,0,0,0
2,1238,81,53,0,1,0,0,1,0
2,1458,92,56,0,1,0,0,1,1
2,1707,90,32,0,1,0,0,0,0
2,1833,72,50,0,0,1,0,1,0
2,2187,79,38,0,0,1,0,1,0
2,2245,78,68,0,0,1,0,0,0
2,2437,71,39,0,1,0,0,0,0
1,35,87,43,0,0,1,0,1,1
1,318,84,69,0,1,0,0,0,0
1,362,94,58,0,0,0,1,1,0
1,415,87,52,0,1,0,0,1,1
1,642,86,35,0,1,0,0,1,0
1,1042,90,67,0,1,0,0,1,0
1,1046,83,49,0,1,0,0,0,0
1,1683,78,61,0,1,0,0,1,0
1,1755,89,62,0,1,0,0,1,0
1,1757,91,50,0,0,0,1,1,1
1,2064,96,39,0,0,0,1,0,0
1,2349,76,46,0,1,0,0,0,0
1,2351,92,36,0,1,0,0,1,0
1,2433,95,34,0,1,0,0,1,0
1,2562,89,65,0,1,0,0,1,0
2,115,92,49,0,0,0,1,1,0
2,183,71,52,0,1,0,0,1,0
2,229,82,60,0,1,0,0,1,0
2,268,90,39,0,0,0,1,1,0
2,835,73,35,0,1,0,0,0,0
2,1134,88,57,0,1,0,0,1,0
2,1534,90,70,0,1,0,0,0,0
2,1583,89,36,0,0,1,0,0,0
2,1602,70,75,0,1,0,0,0,0
2,1700,78,61,0,0,1,0,0,0
2,1858,92,40,0,0,0,1,1,0
2,2008,88,51,0,1,0,0,0,0
2,2128,84,34,0,1,0,0,0,0
2,2175,92,39,0,0,0,1,1,0
2,2259,73,64,0,1,0,0,0,0
2,2270,86,46,0,0,0,1,1,0
2,2465,89,62,0,0,0,1,1,0
2,2590,87,53,0,1,0,0,0,0
2,2592,86,60,0,0,1,0,1,0
2,2620,90,54,0,0,1,0,1,1
2,2695,73,33,0,1,0,0,0,0
2,2701,92,41,0,0,0,1,1,0
1,936,91,36,0,0,0,1,1,0
1,1347,85,26,0,1,0,0,0,0
1,1351,70,43,0,1,0,0,0,0
1,1464,73,47,0,1,0,0,1,0
1,1584,75,55,0,1,0,0,1,0
1,1654,87,29,0,1,0,0,0,0
1,1707,93,52,0,0,0,1,1,0
1,1752,90,64,0,0,0,1,1,0
1,1935,76,39,0,1,0,0,1,0
1,2399,92,55,0,0,0,1,1,0
2,376,90,54,0,1,0,0,1,0
2,823,88,37,0,0,1,0,1,0
2,1279,91,50,0,1,0,0,1,1
2,1587,90,31,0,1,0,0,1,0
2,1995,73,57,0,0,1,0,0,0
2,2015,86,66,0,1,0,0,0,0
2,2695,70,66,0,1,0,0,0,0
2,2817,90,64,0,1,0,0,1,0
1,202,97,71,0,1,0,0,0,0
1,611,75,25,0,0,1,0,1,0
1,801,72,24,0,1,0,0,1,0
1,1112,82,51,0,1,0,0,0,0
1,1351,87,58,0,1,0,0,0,0
1,1686,88,37,0,0,0,1,1,0
1,1908,90,42,0,0,1,0,1,0
1,2158,87,40,0,1,0,0,1,0
1,2341,85,28,0,1,0,0,0,0
1,2396,62,58,0,1,0,0,1,0
2,43,90,16,0,0,1,0,1,0
2,278,72,63,0,1,0,0,1,0
2,392,73,68,0,0,1,0,1,0
2,417,77,52,0,0,1,0,0,0
2,443,89,39,0,0,0,1,1,1
2,665,88,32,0,0,0,1,1,0
2,777,92,74,0,1,0,0,1,0
2,891,82,34,0,1,0,0,1,0
2,1127,89,36,0,0,0,1,1,0
2,1243,80,31,0,1,0,0,1,0
2,1533,86,76,0,1,0,0,1,0
2,1879,72,56,0,1,0,0,1,0
2,2103,79,28,0,1,0,0,1,0
2,2367,73,34,0,1,0,0,1,0
2,2443,78,34,0,1,0,0,1,0
2,2491,78,52,0,1,0,0,1,0
2,2571,87,25,0,1,0,0,1,0
2,2600,81,43,0,1,0,0,0,0
2,2806,87,41,0,1,0,0,1,0
2,2823,97,55,0,0,0,1,1,0
1,398,95,47,0,1,0,0,1,0
1,458,86,36,0,0,1,0,0,0
1,1329,73,21,0,1,0,0,0,0
1,1603,87,32,0,0,1,0,1,1
1,1798,75,28,1,1,0,0,1,0
1,2172,77,62,0,0,1,0,0,0
1,2304,94,47,0,0,1,0,0,0
1,2469,78,37,0,0,1,0,1,0
1,2682,91,43,0,0,0,1,1,0
1,2735,92,28,0,0,1,0,1,0
2,59,78,32,0,1,0,0,0,0
2,249,87,32,0,1,0,0,1,0
2,312,89,41,0,0,1,0,1,1
2,788,89,41,0,0,1,0,0,0
2,826,91,66,0,1,0,0,1,0
2,973,74,45,0,1,0,0,0,0
2,981,85,32,0,1,0,0,1,0
2,1505,89,35,0,1,0,0,1,0
2,1557,78,28,0,0,1,0,1,0
2,1600,79,30,0,0,1,0,0,0
2,1643,96,34,0,0,0,1,1,0
2,2083,91,52,0,0,0,1,1,0
2,2367,91,49,0,0,1,0,1,0
2,2374,90,43,0,1,0,0,1,0
2,2580,92,67,0,1,0,0,0,0
2,2771,73,51,0,1,0,0,0,0
2,3024,74,65,1,0,1,0,0,0
1,204,89,49,0,0,0,1,0,0
1,213,88,40,0,1,0,0,1,0
1,1261,91,58,0,0,1,0,1,0
1,1878,79,65,0,1,0,0,1,0
1,1910,88,45,0,0,0,1,1,0
1,2253,91,67,0,1,0,0,1,1
2,173,75,60,0,1,0,0,0,0
2,640,87,62,0,1,0,0,0,0
2,792,89,60,0,0,1,0,1,1
2,1041,83,46,0,1,0,0,1,0
2,1557,89,64,0,0,0,1,0,0
2,1869,83,55,0,0,1,0,1,0
2,2055,74,63,0,1,0,0,1,0
2,2632,90,53,0,0,0,1,1,0
2,2717,81,44,0,1,0,0,1,0
2,2840,78,34,0,0,1,0,0,0
2,2841,89,45,0,1,0,0,0,0
1,324,85,49,0,1,0,0,1,0
1,515,88,41,0,1,0,0,0,0
1,601,93,45,0,0,0,1,1,0
1,1455,86,62,0,1,0,0,1,0
1,1504,75,47,0,0,1,0,0,0
1,2146,72,66,0,1,0,0,0,0
1,2377,75,46,0,0,1,0,1,0
1,2532,87,53,0,0,1,0,0,0
1,2851,83,52,0,1,0,0,0,0
1,2913,78,75,0,1,0,0,0,0
2,71,91,37,0,0,1,0,1,0
2,106,93,47,0,0,0,1,1,0
2,180,84,23,0,0,1,0,0,0
2,467,93,40,0,1,0,0,1,0
2,533,94,42,0,0,0,1,1,0
2,767,77,58,0,1,0,0,0,0
2,975,76,43,0,0,1,0,0,0
2,1000,83,43,0,0,1,0,1,0
2,1090,81,46,0,1,0,0,0,0
2,1093,89,39,0,1,0,0,1,0
2,1277,80,58,1,0,1,0,0,0
2,1388,75,60,0,1,0,0,0,0
2,1636,79,51,0,1,0,0,1,0
2,1814,78,35,0,0,1,0,0,0
2,1919,83,64,0,1,0,0,1,0
2,2002,74,39,0,0,1,0,1,0
2,2145,70,56,0,1,0,0,0,0
2,2156,91,65,0,0,0,1,1,0
2,2385,86,64,0,0,1,0,0,0
2,2801,79,64,0,1,0,0,0,0
2,2971,77,56,0,0,1,0,0,0
1,43,91,40,0,0,1,0,1,0
1,113,91,30,0,0,0,1,0,0
1,729,91,45,0,1,0,0,1,1
1,809,92,46,0,0,0,1,1,0
1,863,85,60,0,0,1,0,1,0
1,1033,92,31,0,0,1,0,1,0
1,1101,93,40,0,0,0,1,1,0
1,1221,74,41,0,1,0,0,1,0
1,1561,82,50,0,1,0,0,1,0
1,1601,80,32,0,0,1,0,1,0
1,1813,85,54,0,1,0,0,0,0
1,1858,88,41,0,0,1,0,0,0
1,2133,72,16,0,1,0,0,0,0
1,2405,73,50,0,0,1,0,1,0
1,2475,75,68,0,0,1,0,1,0
2,547,89,41,0,0,0,1,1,0
2,577,72,58,0,1,0,0,1,0
2,1265,91,63,0,1,0,0,0,0
2,1438,92,48,0,0,0,1,1,0
2,2012,95,32,0,1,0,0,1,0
2,2114,88,71,0,1,0,0,1,0
2,2224,84,54,0,1,0,0,1,0
2,2342,71,56,0,1,0,0,1,0
2,3015,90,41,0,1,0,0,1,0
2,3120,93,60,0,1,0,0,0,0
1,503,77,48,0,0,1,0,0,0
1,669,79,37,0,0,1,0,0,0
1,1168,89,53,0,0,0,1,1,0
1,1503,90,58,0,1,0,0,0,0
1,2072,72,78,0,1,0,0,0,0
1,2283,91,47,0,1,0,0,1,0
1,2389,88,56,0,1,0,0,1,1
2,70,94,49,0,0,0,1,1,1
2,152,85,55,0,1,0,0,1,1
2,758,92,38,0,0,1,0,1,0
2,876,79,37,0,1,0,0,1,0
2,934,76,62,0,0,1,0,1,0
2,1192,82,64,0,0,1,0,0,0
2,1353,97,60,0,1,0,0,1,0
2,1437,90,42,0,1,0,0,1,0
2,1618,82,70,0,1,0,0,1,0
2,1979,71,50,1,1,0,0,1,0
2,2185,91,59,0,0,0,1,1,0
2,2492,89,64,0,1,0,0,1,0
2,2624,75,59,0,1,0,0,0,0
1,325,92,63,0,1,0,0,1,0
1,732,74,29,0,0,1,0,1,0
1,898,73,62,0,1,0,0,0,0
1,1216,97,50,0,0,0,1,1,0
1,1261,95,47,0,0,0,1,1,1
1,1558,76,43,0,0,1,0,1,0
1,2741,90,46,0,0,1,0,0,0
2,1020,82,34,0,1,0,0,1,0
2,1039,75,27,0,0,1,0,1,0
2,1420,69,46,0,1,0,0,0,0
2,1781,97,42,0,0,1,0,1,0
2,1834,90,42,0,0,1,0,1,0
2,2054,89,66,0,1,0,0,1,0
2,2184,93,61,0,0,1,0,1,0
2,2268,79,76,0,0,1,0,0,0
2,2526,92,52,0,0,0,1,1,0
2,2612,91,63,0,0,1,0,1,0
2,2857,82,33,0,1,0,0,1,0
2,2904,84,49,0,1,0,0,1,0
2,2905,96,34,0,0,1,0,1,1
1,238,88,62,0,0,1,0,0,0
1,328,97,41,0,1,0,0,1,0
1,594,79,39,0,0,1,0,0,0
1,615,87,54,0,1,0,0,0,0
1,940,96,31,0,0,1,0,1,0
1,1412,88,32,0,0,1,0,1,0
1,1610,86,62,0,1,0,0,1,0
1,2004,76,60,0,1,0,0,0,0
1,2350,76,36,0,1,0,0,0,0
2,231,80,67,1,0,1,0,1,0
2,622,73,50,0,1,0,0,0,0
2,908,77,58,0,0,1,0,1,0
2,1010,77,48,0,0,1,0,1,0
2,1139,82,31,0,1,0,0,1,0
2,1295,77,61,0,1,0,0,1,1
2,1508,81,36,0,0,1,0,1,0
2,1587,98,39,0,1,0,0,1,0
2,1771,88,40,0,1,0,0,1,1
2,1881,73,26,0,1,0,0,0,0
2,2075,89,34,0,0,1,0,1,0
2,2212,81,63,0,1,0,0,0,0
2,2390,85,31,0,0,1,0,0,0
2,2432,93,44,0,1,0,0,1,0
2,2823,82,17,0,1,0,0,0,0
1,867,71,59,0,1,0,0,0,0
1,919,84,72,0,0,1,0,0,0
1,1110,89,36,0,0,1,0,1,0
1,1278,87,56,0,1,0,0,1,1
1,1616,71,37,0,1,0,0,0,0
1,2147,72,38,0,1,0,0,0,0
1,2177,75,65,0,0,1,0,1,0
1,2694,90,58,0,0,1,0,1,1
2,127,75,26,0,1,0,0,0,0
2,504,74,8,1,1,0,0,1,0
2,567,90,53,0,0,0,1,1,0
2,672,94,38,0,0,0,1,1,1
2,796,91,37,0,0,0,1,0,0
2,975,74,39,0,1,0,0,0,0
2,1155,96,16,1,1,0,0,1,0
2,1313,76,44,0,1,0,0,1,0
2,1390,84,72,0,1,0,0,1,0
2,1509,83,25,0,0,1,0,0,0
2,1540,81,40,0,1,0,0,1,1
2,1659,78,5,0,1,0,0,0,0
2,1758,78,43,0,1,0,0,1,0
2,1914,87,51,0,1,0,0,1,0
2,2035,89,49,0,1,0,0,1,0
2,2527,81,66,1,1,0,0,0,0
2,2573,94,47,0,0,0,1,1,0
2,2701,90,54,0,0,0,1,0,0
1,111,98,55,0,0,1,0,1,0
1,546,80,32,0,0,1,0,0,0
1,657,92,31,0,0,1,0,0,0
1,824,78,79,1,0,1,0,0,0
1,1019,90,64,0,1,0,0,1,0
1,1823,94,66,0,1,0,0,0,0
1,2039,72,61,0,1,0,0,1,0
2,229,87,36,0,1,0,0,1,0
2,255,82,33,0,1,0,0,1,0
2,370,73,51,1,0,1,0,1,1
2,678,75,48,0,0,1,0,1,0
2,931,89,44,0,0,1,0,1,0
2,956,96,52,0,1,0,0,1,0
2,961,91,62,0,1,0,0,0,0
2,986,88,50,0,0,0,1,1,0
2,1697,76,52,0,0,1,0,1,0
2,1754,95,55,0,1,0,0,1,1
2,1933,72,44,0,1,0,0,1,0
2,2243,90,28,0,0,1,0,1,0
2,2333,89,41,0,0,0,1,1,0
2,2449,87,30,0,0,1,0,0,0
2,2452,73,49,0,0,1,0,1,0
2,2534,80,63,0,0,1,0,1,0
2,2618,88,32,0,0,1,0,1,0
2,2666,71,44,0,1,0,0,0,0
1,303,73,63,0,1,0,0,0,0
1,385,75,21,0,1,0,0,1,0
1,446,88,59,0,1,0,0,1,0
1,646,85,56,0,0,1,0,1,1
1,854,86,39,0,1,0,0,0,0
1,864,87,39,0,0,0,1,1,0
1,884,87,63,0,1,0,0,1,0
1,1044,90,52,0,0,1,0,1,0
1,1046,87,60,0,1,0,0,1,0
1,1085,72,64,0,1,0,0,0,0
1,1134,76,50,0,0,1,0,1,0
1,1213,91,39,0,0,1,0,1,0
1,1216,92,49,0,0,1,0,1,0
1,1276,90,59,0,1,0,0,1,0
1,1340,90,70,0,1,0,0,1,1
1,1450,76,68,0,0,1,0,0,0
1,1580,85,23,0,1,0,0,1,0
1,1653,78,65,0,1,0,0,1,0
1,1779,88,37,0,1,0,0,0,0
1,2039,73,40,0,1,0,0,1,0
1,2255,73,63,0,1,0,0,1,0
1,2432,92,23,0,1,0,0,1,0
