period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,1296,90,65,0,1,0,0,1,0
1,1454,72,47,0,1,0,0,0,0
1,1565,93,31,0,0,0,1,1,0
1,1755,72,62,0,1,0,0,0,0
1,1855,77,32,0,0,1,0,0,0
1,2017,81,53,0,0,1,0,1,0
1,2197,75,65,0,0,1,0,1,0
1,2312,81,57,0,0,1,0,0,0
1,2436,89,45,0,0,0,1,1,0
2,386,96,34,0,0,0,1,1,0
2,899,90,48,0,1,0,0,1,0
2,976,89,41,0,0,0,1,1,0
2,1125,72,50,1,0,1,0,0,0
2,1544,81,71,0,1,0,0,1,0
2,2100,78,64,0,0,1,0,0,0
2,2254,95,28,0,0,1,0,1,0
2,2545,93,66,0,1,0,0,1,0
2,2688,81,53,0,1,0,0,1,0
1,50,85,47,0,1,0,0,1,0
1,233,72,54,0,0,1,0,0,0
1,499,89,42,0,0,0,1,1,0
1,657,88,71,0,0,1,0,0,0
1,660,83,35,0,1,0,0,0,0
1,796,84,49,0,1,0,0,1,0
1,852,93,40,0,0,0,1,1,1
1,958,69,45,0,0,1,0,0,0
1,1615,87,46,0,0,0,1,0,0
1,1775,87,55,0,0,0,1,0,0
1,2109,77,46,0,1,0,0,1,0
1,2201,86,50,0,1,0,0,1,1
1,2535,87,62,0,0,1,0,1,0
1,2593,89,28,0,0,1,0,0,0
2,310,93,58,0,0,0,1,1,0
2,473,70,51,0,0,1,0,0,0
2,516,69,75,0,0,1,0,1,1
2,637,72,63,0,0,1,0,0,0
2,942,93,46,0,0,0,1,1,0
2,1006,77,65,0,0,1,0,0,0
2,1029,91,59,0,0,0,1,1,0
2,1460,86,48,0,0,1,0,1,0
2,1615,76,33,1,1,0,0,0,0
2,1886,71,50,0,0,1,0,1,0
2,2299,88,44,0,0,1,0,0,0
2,2635,90,46,0,0,0,1,1,0
2,2706,88,57,0,0,0,1,1,0
1,658,95,64,0,1,0,0,1,0
1,844,90,71,0,0,0,1,1,0
1,1745,92,63,0,1,0,0,1,0
1,1868,84,26,0,1,0,0,1,0
1,1969,75,61,1,0,1,0,0,0
1,2129,94,71,0,1,0,0,0,0
1,2169,76,30,0,0,1,0,1,0
1,2536,94,37,0,0,1,0,1,0
1,2569,95,38,0,0,1,0,0,0
1,2882,85,31,0,1,0,0,0,0
2,231,75,32,1,1,0,0,0,0
2,539,76,38,0,0,1,0,0,0
2,554,88,42,0,1,0,0,1,1
2,1145,74,44,0,1,0,0,0,0
2,1332,90,61,0,1,0,0,1,0
2,1339,71,66,0,1,0,0,0,0
2,1603,76,39,0,1,0,0,1,0
2,1645,98,48,0,0,0,1,1,0
2,1714,75,72,0,0,1,0,1,0
2,1830,81,30,0,0,1,0,1,0
2,1953,90,30,0,0,1,0,1,0
2,1969,75,23,0,1,0,0,1,0
2,2087,78,34,0,0,1,0,1,0
2,2627,91,44,0,0,0,1,1,0
2,2850,89,40,0,0,1,0,1,0
2,2951,90,45,0,0,0,1,1,0
2,3101,79,84,1,0,1,0,1,0
2,3149,90,35,0,1,0,0,1,0
1,641,98,54,0,0,0,1,1,1
1,840,93,34,0,0,0,1,1,0
1,995,86,47,0,0,0,1,0,0
1,1057,70,67,0,1,0,0,1,0
1,1737,92,56,0,0,0,1,1,0
1,1778,68,57,0,1,0,0,1,0
1,2014,70,49,0,1,0,0,0,0
1,2018,89,54,0,1,0,0,1,1
1,2215,91,49,0,0,0,1,1,0
1,2229,87,49,0,0,0,1,1,0
1,2642,78,52,0,1,0,0,1,0
2,103,77,12,0,1,0,0,1,0
2,233,70,49,0,0,1,0,0,0
2,272,90,42,0,0,0,1,1,0
2,429,85,34,0,0,1,0,0,0
2,445,73,57,0,0,1,0,1,0
2,726,73,33,0,0,1,0,0,0
2,1147,69,52,0,0,1,0,1,0
2,1366,82,66,0,1,0,0,1,0
2,1459,91,52,0,0,0,1,1,0
2,1509,92,52,0,1,0,0,1,0
2,1690,88,43,0,1,0,0,1,0
2,2253,77,27,0,1,0,0,1,0
2,2490,89,46,0,0,0,1,1,0
2,2589,79,64,0,1,0,0,1,1
2,2785,92,56,0,0,0,1,1,0
1,255,88,44,0,1,0,0,1,0
1,1049,90,68,0,0,1,0,1,0
1,1133,89,63,0,0,1,0,1,0
1,1407,94,71,0,0,1,0,1,0
1,1784,84,61,0,1,0,0,0,0
1,1955,89,48,0,0,0,1,1,0
1,2305,80,74,1,0,1,0,0,0
1,2378,88,48,0,0,1,0,1,0
2,215,92,34,0,1,0,0,1,0
2,448,94,55,0,0,0,1,1,0
2,663,80,30,0,0,1,0,1,0
2,942,75,69,0,0,1,0,0,0
2,1083,90,36,0,0,1,0,1,0
2,1511,80,67,0,0,1,0,1,0
2,1778,84,40,0,1,0,0,0,0
2,2099,97,65,0,1,0,0,1,0
2,2284,66,97,0,1,0,0,1,0
1,550,83,67,0,0,1,0,1,0
1,746,89,55,0,0,0,1,1,0
1,878,77,58,0,1,0,0,0,0
1,1270,82,74,0,0,1,0,1,0
1,1405,89,82,1,0,1,0,1,0
1,1471,90,46,0,1,0,0,1,0
1,1608,97,42,0,0,0,1,1,0
1,1796,81,36,0,1,0,0,0,0
1,1893,88,68,0,0,1,0,1,0
1,1895,96,41,0,1,0,0,1,1
1,2203,82,72,0,0,1,0,1,0
1,2275,92,66,0,0,0,1,1,0
1,2346,86,43,0,0,1,0,1,0
1,2439,88,66,0,0,1,0,0,0
1,2516,90,75,0,1,0,0,1,0
2,122,93,43,0,1,0,0,1,0
2,247,81,67,0,0,1,0,0,0
2,274,87,46,0,1,0,0,1,1
2,503,82,74,0,1,0,0,0,0
2,565,79,22,0,1,0,0,1,0
2,647,91,61,0,0,0,1,1,0
2,989,96,15,0,0,1,0,0,0
2,1023,71,33,0,1,0,0,1,0
2,1138,91,73,0,1,0,0,1,0
2,1171,88,62,0,1,0,0,0,0
2,1201,92,41,0,0,0,1,1,0
2,1268,85,28,0,0,1,0,1,0
2,1585,90,38,0,1,0,0,1,0
2,1760,98,51,0,1,0,0,1,0
2,2122,79,53,0,1,0,0,1,0
2,2258,82,67,0,0,1,0,0,0
2,2261,90,42,0,1,0,0,1,0
2,2399,87,59,0,1,0,0,0,0
2,2724,91,39,0,1,0,0,1,0
2,2838,84,43,0,0,0,1,0,0
2,2919,76,57,0,1,0,0,0,0
1,586,86,58,0,0,0,1,1,0
1,611,85,24,0,1,0,0,1,0
1,776,72,34,1,1,0,0,0,0
1,792,88,42,0,1,0,0,1,1
1,1109,71,30,1,1,0,0,0,0
1,1228,73,45,0,0,1,0,1,0
1,1661,88,54,0,1,0,0,1,0
1,1936,93,41,0,0,0,1,1,0
1,2232,73,62,0,1,0,0,0,0
1,2485,88,53,0,0,1,0,1,0
1,2487,96,39,0,0,1,0,1,0
1,2574,80,39,0,0,1,0,0,0
1,2576,83,46,0,0,1,0,1,0
1,2689,96,57,0,1,0,0,1,0
2,176,92,75,0,1,0,0,1,0
2,802,89,57,0,1,0,0,1,0
2,979,89,63,0,0,1,0,1,1
2,1250,78,23,0,0,1,0,1,0
2,1584,76,67,0,1,0,0,0,0
2,1807,84,55,0,1,0,0,1,0
2,2302,89,35,0,0,1,0,1,0
2,2380,91,53,0,0,0,1,0,0
2,2770,86,72,0,0,1,0,1,1
1,221,89,62,0,1,0,0,0,0
1,585,98,44,0,1,0,0,1,1
1,870,69,36,0,0,1,0,0,0
1,966,87,44,0,1,0,0,1,0
1,1312,91,65,0,1,0,0,1,0
1,1440,72,69,0,1,0,0,0,0
1,1771,89,34,0,1,0,0,1,0
1,1845,75,45,0,1,0,0,1,0
1,1889,93,32,0,0,1,0,1,0
1,1907,80,71,0,0,1,0,1,0
1,2335,75,41,0,1,0,0,0,0
1,2385,87,70,0,1,0,0,1,0
1,2440,90,32,0,1,0,0,0,0
1,2441,97,43,0,1,0,0,1,0
1,2621,80,63,0,1,0,0,1,0
1,2735,79,32,0,1,0,0,1,0
2,232,97,46,0,1,0,0,1,0
2,368,74,51,0,1,0,0,0,0
2,437,78,20,0,1,0,0,0,0
2,485,80,40,0,1,0,0,1,0
2,654,89,62,0,0,1,0,1,1
2,744,74,62,0,0,1,0,0,0
2,931,72,51,0,1,0,0,0,0
2,1229,87,36,0,1,0,0,0,0
2,1448,75,62,1,0,1,0,1,1
2,1844,96,40,0,1,0,0,1,0
2,1896,91,59,0,0,0,1,1,0
2,2219,78,69,0,1,0,0,1,0
2,2324,79,34,0,0,1,0,1,0
2,3240,99,35,0,0,0,1,1,0
1,624,89,33,0,0,1,0,1,0
1,846,92,69,0,0,0,1,0,0
1,899,91,67,0,0,0,1,1,1
1,1006,78,47,0,1,0,0,0,0
1,1081,77,68,0,0,1,0,0,0
1,1472,80,23,0,1,0,0,0,0
1,2108,77,54,0,1,0,0,1,0
1,2339,89,34,0,0,1,0,1,0
1,2341,90,44,0,0,1,0,1,0
1,2343,90,37,0,0,1,0,1,0
1,2501,93,69,0,0,0,1,1,0
1,2525,88,37,0,1,0,0,1,0
1,2792,74,38,0,1,0,0,1,0
2,42,89,52,0,0,0,1,1,0
2,341,80,33,0,0,1,0,1,0
2,482,71,48,0,1,0,0,0,0
2,642,80,54,0,1,0,0,1,1
2,847,86,57,0,0,0,1,1,0
2,927,93,54,0,1,0,0,1,1
2,1197,87,39,0,0,1,0,1,0
2,1610,69,49,1,0,1,0,0,0
2,2096,90,25,0,1,0,0,1,0
2,2178,91,63,0,1,0,0,1,0
2,2501,88,43,0,0,1,0,1,1
1,689,90,54,0,0,1,0,0,0
1,690,95,39,0,1,0,0,1,0
1,791,75,60,0,0,1,0,1,0
1,794,92,32,0,0,1,0,1,0
1,871,74,64,0,1,0,0,0,0
1,881,92,47,0,1,0,0,1,1
1,1009,89,54,0,0,0,1,1,0
1,1187,88,48,0,0,0,1,1,0
1,1615,80,38,0,1,0,0,1,0
1,1848,68,64,0,1,0,0,1,0
1,2324,74,68,0,1,0,0,1,0
1,2567,86,67,0,1,0,0,1,0
2,13,92,30,0,0,1,0,1,0
2,130,73,37,0,1,0,0,0,0
2,267,77,28,0,1,0,0,1,0
2,347,88,33,0,0,1,0,1,0
2,531,76,62,0,0,1,0,1,0
2,1144,78,28,0,1,0,0,1,0
2,1237,87,65,0,0,1,0,0,0
2,1281,87,59,0,1,0,0,1,1
2,1361,90,59,0,1,0,0,1,0
2,1510,88,55,0,0,1,0,1,0
2,1648,92,64,0,1,0,0,1,0
2,1874,88,41,0,1,0,0,1,1
2,2037,89,69,0,1,0,0,1,0
2,2204,86,47,0,1,0,0,1,0
2,2206,88,46,0,1,0,0,1,0
2,2471,97,46,0,0,1,0,1,1
2,2573,81,59,0,0,1,0,0,0
2,2786,79,27,1,0,1,0,0,0
2,2798,91,31,0,0,1,0,1,0
2,2882,93,11,1,1,0,0,1,0
1,546,95,37,0,0,1,0,1,0
1,825,86,69,0,0,1,0,1,0
1,1004,70,63,0,1,0,0,0,0
1,1169,72,72,0,1,0,0,0,0
1,1482,87,25,0,0,1,0,1,0
1,1484,89,31,0,1,0,0,1,1
1,1578,73,57,0,1,0,0,1,0
1,2085,70,54,0,1,0,0,0,0
1,2120,86,37,0,1,0,0,1,0
1,2287,73,70,0,1,0,0,1,0
1,2658,76,31,0,0,1,0,1,0
2,198,90,54,0,1,0,0,1,0
2,456,97,65,0,0,1,0,1,1
2,1019,91,37,0,0,1,0,1,0
2,1290,96,42,0,0,1,0,1,0
