period,time,x,y,target,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,1351,88,29,0.0,0,0,0,1,1,0
1,1540,80,22,0.0,0,0,1,0,0,0
1,1694,79,22,0.0,0,0,1,0,1,0
1,1757,76,28,0.0,0,1,0,0,1,0
1,1998,82,67,0.0,0,0,1,0,1,0
1,2443,78,21,0.0,0,1,0,0,1,0
2,234,93,49,0.0,0,0,0,1,1,0
2,242,86,49,0.0,0,1,0,0,1,0
2,654,91,51,0.0,0,1,0,0,1,0
2,738,86,62,0.0,0,1,0,0,1,0
2,896,88,43,1.0,0,1,0,0,0,0
2,920,90,33,0.0,0,1,0,0,1,0
2,1080,80,31,0.0,0,0,1,0,1,0
2,1491,91,51,0.0,0,0,0,1,1,0
2,1598,83,48,0.0,0,1,0,0,1,0
2,1811,90,30,0.0,0,1,0,0,1,0
2,2381,74,32,0.0,0,1,0,0,1,0
2,2478,79,61,0.0,0,1,0,0,1,0
2,2727,92,48,0.0,0,1,0,0,1,1
2,2926,92,35,0.0,0,1,0,0,1,0
2,3109,96,51,0.0,0,0,1,0,1,1
1,198,70,65,1.0,0,0,1,0,1,0
1,254,90,47,0.0,0,0,0,1,1,0
1,288,90,48,0.0,0,0,0,1,1,1
1,487,76,77,1.0,0,0,1,0,0,0
1,590,89,42,1.0,0,0,1,0,1,0
1,793,86,43,0.0,0,0,0,1,1,0
1,916,81,68,0.0,0,1,0,0,1,0
1,1111,86,41,0.0,0,1,0,0,1,0
1,1346,81,51,1.0,0,0,1,0,0,0
1,1349,75,69,1.0,0,1,0,0,0,0
1,1526,93,38,1.0,0,0,0,1,1,0
1,1774,92,45,1.0,0,1,0,0,1,0
1,1807,91,57,1.0,0,0,0,1,1,0
1,2192,77,59,0.0,0,1,0,0,1,0
1,2519,89,53,0.0,0,0,0,1,1,0
1,2584,96,40,0.0,0,1,0,0,1,0
1,2742,78,58,0.0,0,0,1,0,1,0
2,264,76,20,1.0,0,1,0,0,0,0
2,388,89,51,0.0,0,0,0,1,1,0
2,409,87,66,1.0,0,0,1,0,0,0
2,415,79,33,1.0,0,0,1,0,1,1
2,753,87,78,1.0,0,0,1,0,1,0
2,1884,87,39,0.0,0,1,0,0,0,0
2,2190,72,43,1.0,0,1,0,0,1,0
2,2258,74,51,1.0,0,0,1,0,1,0
2,2298,89,60,1.0,0,1,0,0,1,0
2,2414,75,30,1.0,1,0,1,0,1,0
2,2441,88,41,1.0,0,0,1,0,0,0
2,2677,90,36,1.0,0,0,1,0,1,1
2,3028,78,43,1.0,0,0,1,0,1,0
1,100,86,46,1.0,0,1,0,0,0,0
1,827,76,60,0.0,0,0,1,0,0,0
1,1465,95,33,1.0,0,0,1,0,1,0
1,1725,93,34,1.0,0,1,0,0,1,0
1,1993,90,53,0.0,0,0,1,0,1,0
1,2101,88,54,1.0,0,1,0,0,1,1
1,2377,75,60,0.0,0,0,1,0,0,0
1,2756,83,13,1.0,0,1,0,0,1,0
2,547,77,66,0.0,0,1,0,0,0,0
2,680,91,30,1.0,0,0,1,0,1,0
2,920,91,48,0.0,0,0,0,1,1,0
2,1049,86,36,0.0,0,1,0,0,1,0
2,1171,92,42,0.0,0,0,0,1,1,0
2,1340,95,49,1.0,0,0,0,1,1,1
2,1480,84,50,1.0,0,1,0,0,0,0
2,1531,77,50,1.0,0,0,1,0,1,0
2,1633,89,35,1.0,0,1,0,0,0,0
2,1967,69,54,1.0,0,1,0,0,0,0
2,2030,90,54,0.0,0,0,1,0,1,0
2,2227,88,57,1.0,0,1,0,0,1,0
2,2513,88,49,0.0,0,1,0,0,0,0
2,2582,88,27,1.0,0,1,0,0,0,0
2,2776,81,75,0.0,0,0,1,0,1,0
2,2860,91,65,1.0,0,1,0,0,1,0
1,207,90,61,0.0,0,1,0,0,1,0
1,309,79,67,1.0,0,0,1,0,1,0
1,317,91,54,1.0,0,0,0,1,1,0
1,335,79,61,1.0,0,0,1,0,1,0
1,411,80,36,1.0,0,0,1,0,1,0
1,569,85,22,1.0,0,1,0,0,1,0
1,989,79,43,0.0,0,1,0,0,1,0
1,1130,88,21,1.0,0,0,1,0,1,0
1,1406,90,26,1.0,0,1,0,0,0,0
1,1829,93,53,0.0,0,1,0,0,1,1
1,1956,87,55,0.0,0,1,0,0,1,0
1,2297,74,72,0.0,0,0,1,0,0,0
1,2735,74,55,0.0,0,0,1,0,0,0
2,160,90,42,1.0,0,0,1,0,1,0
2,219,71,22,0.0,0,0,1,0,1,0
2,419,98,68,0.0,0,1,0,0,1,0
2,520,79,37,1.0,0,1,0,0,0,0
2,534,90,34,1.0,0,0,1,0,1,0
2,628,93,51,1.0,0,0,0,1,1,1
2,1113,74,38,1.0,0,1,0,0,1,0
2,1549,76,38,0.0,0,0,1,0,0,0
2,1937,91,54,0.0,0,0,0,1,1,0
2,1996,87,73,1.0,0,1,0,0,1,0
2,2523,88,36,0.0,0,1,0,0,1,1
1,57,90,35,1.0,0,1,0,0,1,0
1,160,94,71,0.0,0,1,0,0,1,0
1,392,85,50,0.0,0,0,1,0,1,0
1,508,74,51,1.0,1,1,0,0,1,0
1,596,69,51,1.0,0,1,0,0,1,0
1,834,89,45,1.0,0,0,0,1,1,0
1,929,76,41,0.0,0,1,0,0,1,0
1,953,74,40,0.0,0,1,0,0,0,0
1,1169,86,54,0.0,0,0,1,0,1,0
1,1312,77,32,0.0,0,0,1,0,1,0
1,1354,82,37,1.0,0,0,1,0,0,0
1,1561,76,45,1.0,0,1,0,0,1,0
1,1714,78,42,1.0,0,1,0,0,1,0
1,2072,90,40,1.0,0,1,0,0,1,1
1,2202,88,61,0.0,0,1,0,0,0,0
1,2282,78,61,0.0,1,1,0,0,1,0
1,2687,82,45,1.0,0,0,1,0,1,0
2,152,74,38,0.0,0,0,1,0,1,0
2,439,77,51,0.0,0,0,1,0,1,0
2,564,87,33,0.0,0,1,0,0,1,0
2,590,85,45,0.0,0,1,0,0,0,0
2,700,86,37,1.0,0,0,1,0,1,0
2,958,82,34,0.0,0,1,0,0,0,0
2,1145,90,47,0.0,0,1,0,0,1,0
2,1304,86,35,0.0,0,1,0,0,1,0
2,1324,95,41,0.0,0,1,0,0,1,0
2,1557,95,71,0.0,0,1,0,0,1,0
2,1823,80,58,0.0,0,1,0,0,1,0
2,1888,87,47,0.0,0,0,1,0,1,0
2,1926,75,49,1.0,0,1,0,0,0,0
2,2003,78,65,0.0,0,0,1,0,0,0
2,2171,82,66,1.0,0,1,0,0,1,0
2,2316,78,37,0.0,0,0,1,0,1,0
2,2519,92,47,0.0,0,0,0,1,1,0
2,2613,96,46,0.0,0,1,0,0,1,0
2,2620,79,38,0.0,0,1,0,0,1,0
2,2687,78,73,0.0,0,0,1,0,1,0
1,1201,92,43,0.0,0,0,1,0,1,0
1,1251,89,50,0.0,0,0,0,1,1,0
1,1692,91,38,0.0,0,0,0,1,0,0
1,1694,90,39,0.0,0,0,1,0,0,0
1,2203,86,73,1.0,0,0,1,0,0,0
1,2340,75,24,0.0,0,1,0,0,0,0
1,2524,96,39,0.0,0,1,0,0,1,0
1,2625,75,34,0.0,0,1,0,0,0,0
1,2629,86,35,0.0,0,1,0,0,1,0
1,2775,90,48,0.0,0,0,0,1,1,0
2,208,79,42,0.0,0,1,0,0,1,0
2,394,89,31,1.0,0,0,0,1,1,0
2,645,92,41,0.0,0,0,0,1,1,0
2,683,79,26,1.0,0,1,0,0,0,0
2,1403,69,60,0.0,0,1,0,0,0,0
2,1408,80,40,0.0,0,1,0,0,0,0
2,1520,81,62,0.0,0,1,0,0,0,0
2,2192,79,73,1.0,0,0,1,0,0,0
2,2758,91,42,1.0,0,0,0,1,1,0
1,123,93,54,0.0,0,1,0,0,1,0
1,170,84,47,0.0,0,0,1,0,0,0
1,721,87,51,1.0,0,1,0,0,1,0
1,950,78,69,0.0,0,0,1,0,0,0
1,1048,88,55,1.0,0,1,0,0,0,0
1,1102,74,54,0.0,0,1,0,0,0,0
1,1908,93,56,1.0,0,1,0,0,1,1
1,2329,73,34,0.0,0,1,0,0,1,0
1,2682,73,82,0.0,0,0,1,0,1,0
1,2814,87,56,1.0,0,0,0,1,1,0
2,149,92,48,0.0,0,0,1,0,1,1
2,206,82,31,0.0,0,1,0,0,1,0
2,311,90,64,0.0,0,0,0,1,1,0
2,658,91,40,0.0,0,0,1,0,1,0
2,1068,86,34,0.0,0,0,1,0,0,0
2,1161,78,45,0.0,0,1,0,0,1,0
2,1635,88,28,0.0,0,1,0,0,0,0
2,1809,79,24,1.0,0,0,1,0,1,0
2,2116,90,60,0.0,0,1,0,0,1,0
2,2536,90,47,0.0,0,0,0,1,1,0
2,2782,83,59,0.0,0,0,1,0,1,0
2,2923,90,74,1.0,0,1,0,0,1,0
2,2982,91,22,0.0,1,1,0,0,1,1
1,698,88,59,1.0,0,0,0,1,1,0
1,1275,87,67,0.0,0,0,1,0,1,0
1,1277,88,67,0.0,0,1,0,0,1,0
1,1281,79,61,0.0,0,0,1,0,0,0
1,1339,89,55,0.0,0,0,0,1,1,0
1,1632,86,58,1.0,0,1,0,0,1,0
1,1853,73,50,0.0,1,1,0,0,1,0
1,2317,97,30,0.0,0,1,0,0,1,0
1,2555,88,29,1.0,0,1,0,0,1,0
1,2661,78,66,0.0,0,0,1,0,0,0
1,2665,80,41,0.0,0,0,1,0,0,0
2,302,78,26,1.0,0,1,0,0,1,0
2,366,76,54,1.0,0,1,0,0,1,0
2,411,88,63,0.0,0,1,0,0,1,0
2,463,86,86,0.0,0,0,1,0,1,0
2,645,83,18,0.0,0,1,0,0,1,0
2,762,78,45,1.0,0,1,0,0,0,0
2,766,84,40,1.0,0,0,1,0,1,0
2,893,79,44,1.0,0,0,1,0,0,0
2,961,87,47,0.0,0,0,1,0,1,0
2,991,79,72,1.0,0,0,1,0,1,0
2,1229,91,36,1.0,0,1,0,0,1,1
2,1450,80,49,0.0,0,0,1,0,1,0
2,1685,71,60,0.0,0,1,0,0,0,0
2,2203,73,60,0.0,0,0,1,0,0,0
2,2567,75,48,0.0,0,1,0,0,0,0
2,2798,78,56,1.0,0,1,0,0,0,0
2,2830,77,74,0.0,0,0,1,0,1,1
1,826,90,52,1.0,0,0,0,1,1,0
1,1102,73,58,0.0,1,1,0,0,1,0
1,1145,71,64,0.0,0,1,0,0,0,0
1,1443,91,63,0.0,0,1,0,0,1,0
1,1927,79,51,1.0,0,0,1,0,0,0
1,2289,91,67,1.0,0,1,0,0,1,0
1,2325,95,41,1.0,0,1,0,0,1,0
1,2764,89,75,1.0,0,0,1,0,0,0
1,2869,78,65,0.0,0,1,0,0,1,0
2,31,72,39,0.0,0,1,0,0,1,0
2,121,92,52,1.0,0,0,0,1,1,0
2,224,70,45,1.0,0,1,0,0,1,0
2,333,89,48,1.0,0,1,0,0,1,0
2,491,87,64,1.0,0,0,1,0,0,0
2,492,73,58,1.0,0,1,0,0,0,0
2,950,88,38,1.0,0,0,1,0,1,0
2,1025,78,58,0.0,0,1,0,0,0,0
2,1117,91,31,1.0,0,1,0,0,1,0
2,1354,91,47,1.0,0,0,0,1,1,0
2,1447,72,50,1.0,0,0,1,0,0,0
2,1964,84,39,0.0,0,1,0,0,1,0
2,2207,91,57,1.0,0,0,0,1,1,0
2,2264,77,63,1.0,0,1,0,0,1,0
2,2331,90,31,1.0,0,1,0,0,1,0
2,2335,74,43,1.0,0,1,0,0,0,0
2,2485,93,51,1.0,0,0,0,1,1,0
2,2560,83,48,1.0,0,1,0,0,1,0
2,2589,71,43,0.0,0,1,0,0,1,0
2,2646,80,56,0.0,0,0,1,0,0,0
2,2768,96,57,0.0,0,0,1,0,1,1
2,2966,94,64,1.0,0,0,0,1,1,0
2,3052,95,39,0.0,0,0,1,0,1,1
2,3147,81,46,1.0,0,1,0,0,0,0
2,3158,85,55,1.0,0,1,0,0,1,0
2,3186,90,41,1.0,0,0,1,0,0,0
2,3220,93,46,1.0,0,0,0,1,1,0
1,300,92,16,1.0,1,1,0,0,1,0
1,544,77,68,0.0,0,0,1,0,1,0
1,682,97,43,1.0,0,1,0,0,1,0
1,850,77,60,1.0,0,1,0,0,0,0
1,971,83,52,0.0,0,0,1,0,1,0
1,1049,90,39,1.0,0,1,0,0,1,0
1,1280,84,81,0.0,0,0,1,0,1,0
1,1355,75,45,0.0,0,0,1,0,1,0
1,1674,81,34,1.0,0,0,1,0,0,0
1,1829,95,49,1.0,0,1,0,0,1,0
1,1973,85,35,1.0,0,1,0,0,0,0
1,2108,79,37,0.0,0,1,0,0,0,0
1,2297,87,63,0.0,0,0,1,0,1,0
1,2379,84,34,0.0,0,1,0,0,0,0
1,2664,88,72,0.0,0,1,0,0,1,0
1,2797,93,33,1.0,0,0,1,0,1,0
2,286,89,57,1.0,0,1,0,0,1,0
2,287,95,43,1.0,0,0,1,0,1,1
2,405,86,45,1.0,0,0,1,0,1,0
2,469,93,22,0.0,0,0,1,0,1,0
2,518,87,35,1.0,0,1,0,0,1,0
2,789,88,36,1.0,0,0,0,1,1,0
2,1138,70,66,0.0,0,1,0,0,0,0
2,1249,75,60,0.0,0,1,0,0,1,0
2,1355,91,38,0.0,0,0,0,1,1,0
2,1493,88,46,0.0,0,0,0,1,1,0
2,2113,77,65,0.0,1,0,1,0,0,0
2,2140,98,32,0.0,0,1,0,0,1,0
2,2142,98,55,0.0,0,0,0,1,1,0
2,2625,81,64,0.0,0,1,0,0,1,0
2,2830,73,64,0.0,0,0,1,0,1,0
2,2876,80,23,0.0,0,1,0,0,1,0
1,40,92,45,0.0,0,0,1,0,1,0
1,349,87,31,0.0,0,1,0,0,1,0
1,380,85,66,0.0,0,1,0,0,1,0
1,661,98,33,0.0,0,0,1,0,1,0
1,1091,89,70,0.0,0,1,0,0,1,0
1,1274,80,27,0.0,0,1,0,0,1,0
1,1506,85,69,0.0,0,1,0,0,1,0
1,1674,84,10,0.0,1,1,0,0,0,0
1,2222,89,67,0.0,0,1,0,0,1,0
1,2313,84,49,1.0,0,1,0,0,0,0
1,2400,83,65,0.0,0,1,0,0,1,0
1,2478,76,62,1.0,0,1,0,0,1,0
2,101,88,73,0.0,0,1,0,0,1,1
2,402,78,27,0.0,1,1,0,0,1,0
2,539,91,63,1.0,0,1,0,0,1,0
2,584,89,51,1.0,0,0,0,1,0,0
2,760,80,39,1.0,0,1,0,0,1,0
2,1195,75,46,0.0,1,1,0,0,0,0
2,1391,93,54,0.0,0,0,0,1,1,1
2,1593,80,76,1.0,0,1,0,0,1,0
2,1781,88,37,0.0,0,0,1,0,1,1
2,2244,77,31,0.0,1,1,0,0,0,0
2,2629,78,24,1.0,1,1,0,0,1,0
1,127,92,48,1.0,0,1,0,0,1,0
1,165,88,40,1.0,0,0,0,1,0,0
1,595,79,54,1.0,0,1,0,0,0,0
1,631,90,61,1.0,0,0,0,1,1,0
1,634,97,55,1.0,0,1,0,0,1,1
1,1042,75,56,1.0,0,1,0,0,1,0
1,1369,72,27,0.0,0,1,0,0,0,0
1,1411,98,63,1.0,0,1,0,0,1,0
1,1569,75,52,0.0,0,1,0,0,0,0
1,1622,87,44,0.0,0,0,0,1,0,0
1,1808,91,73,1.0,0,0,0,1,1,0
1,2546,89,51,1.0,0,0,1,0,0,0
1,2633,91,71,1.0,0,1,0,0,1,0
2,354,91,49,1.0,0,0,0,1,1,0
2,1421,73,34,1.0,1,1,0,0,1,0
2,1565,89,68,0.0,0,1,0,0,0,0
2,1580,75,56,0.0,0,0,1,0,0,0
2,2021,78,44,1.0,1,1,0,0,1,0
2,2733,97,43,1.0,0,0,0,1,1,1
1,144,75,62,0.0,0,0,1,0,1,0
1,703,91,28,0.0,0,1,0,0,0,0
1,724,87,59,0.0,0,0,1,0,1,0
1,868,79,21,0.0,0,1,0,0,1,0
1,921,86,36,0.0,0,0,1,0,1,1
1,1030,90,45,1.0,0,0,0,1,1,1
1,1129,88,33,0.0,0,1,0,0,1,0
1,1248,79,64,0.0,0,1,0,0,1,0
1,1664,80,38,0.0,0,0,1,0,0,0
1,1821,83,54,1.0,0,1,0,0,1,0
1,1924,71,36,1.0,0,1,0,0,1,0
1,2306,73,39,1.0,0,1,0,0,1,0
1,2879,93,62,0.0,0,1,0,0,1,1
2,114,93,63,0.0,0,1,0,0,1,0
2,296,72,29,1.0,0,0,1,0,1,0
2,338,89,46,0.0,0,0,1,0,1,1
2,510,90,52,1.0,0,0,0,1,0,0
2,625,73,64,1.0,0,1,0,0,1,0
2,957,81,32,0.0,0,1,0,0,1,0
2,1126,76,37,0.0,0,1,0,0,0,0
2,1222,81,59,1.0,0,1,0,0,0,0
2,1266,73,34,1.0,0,0,1,0,1,0
2,1464,71,52,1.0,0,0,1,0,0,0
2,1823,93,38,0.0,0,0,1,0,1,0
2,2040,88,31,0.0,0,1,0,0,1,0
2,2041,94,51,0.0,0,0,1,0,1,0
2,2048,91,74,0.0,0,1,0,0,1,0
2,2131,91,54,0.0,0,0,1,0,1,0
2,2137,90,71,0.0,0,0,1,0,1,0
2,2180,77,72,0.0,0,1,0,0,0,0
2,2658,93,45,0.0,0,0,1,0,1,1
2,2731,53,51,1.0,0,1,0,0,0,0
2,2776,80,44,0.0,0,0,1,0,1,0
2,2845,90,57,1.0,0,1,0,0,1,1
1,228,70,51,1.0,0,1,0,0,0,0
1,259,85,44,1.0,0,0,1,0,1,0
1,470,90,50,0.0,0,0,0,1,1,1
1,913,75,69,1.0,0,0,1,0,1,0
1,1888,97,34,0.0,0,0,0,1,1,0
1,2111,80,44,0.0,0,1,0,0,1,1
1,2354,96,50,0.0,0,0,0,1,1,0
1,2356,98,46,0.0,0,0,0,1,1,1
1,2516,82,51,0.0,0,1,0,0,0,0
2,964,80,62,0.0,0,0,1,0,1,0
2,966,89,58,0.0,0,1,0,0,1,1
2,1651,86,50,0.0,0,1,0,0,1,0
2,1831,95,41,1.0,0,1,0,0,1,0
2,1936,90,54,1.0,0,1,0,0,1,1
2,2176,77,38,0.0,0,1,0,0,1,0
2,2927,88,52,1.0,0,0,1,0,1,0
2,2942,74,27,1.0,0,0,1,0,0,0
1,347,65,66,1.0,0,1,0,0,1,0
1,670,75,26,0.0,0,1,0,0,0,0
1,784,91,56,0.0,0,0,0,1,1,0
1,1564,90,65,1.0,0,1,0,0,1,0
1,1601,89,38,1.0,0,1,0,0,1,0
1,1610,70,65,1.0,0,1,0,0,0,0
1,2031,92,43,0.0,0,0,0,1,1,0
1,2076,71,61,1.0,0,0,1,0,0,0
1,2221,83,40,1.0,0,1,0,0,0,0
1,2342,89,30,1.0,0,1,0,0,0,0
1,2569,85,78,1.0,0,0,1,0,0,0
2,173,90,31,0.0,0,1,0,0,1,0
2,306,88,68,1.0,0,0,1,0,1,1
2,501,75,67,0.0,1,1,0,0,0,0
2,589,91,70,1.0,0,0,1,0,0,0
2,1236,86,43,0.0,0,1,0,0,1,0
2,1301,71,70,0.0,0,0,1,0,0,0
2,1494,80,38,0.0,0,0,1,0,0,0
2,2126,74,75,0.0,1,1,0,0,1,0
2,2245,86,35,0.0,0,0,1,0,1,0
2,2585,79,62,1.0,0,1,0,0,1,0
2,2594,88,24,1.0,0,1,0,0,0,0
2,2790,95,30,1.0,0,0,1,0,1,0
1,414,82,50,1.0,0,1,0,0,0,0
1,417,90,36,1.0,0,1,0,0,1,0
1,505,68,22,0.0,0,0,1,0,0,0
1,540,77,50,1.0,0,1,0,0,0,0
1,955,89,33,1.0,0,1,0,0,1,0
1,1134,93,42,1.0,0,0,0,1,1,0
1,1255,86,60,1.0,0,1,0,0,1,0
1,1950,75,30,0.0,0,1,0,0,1,0
1,1954,87,37,0.0,0,1,0,0,0,0
1,1962,74,40,0.0,0,0,1,0,1,0
1,2293,93,43,1.0,0,0,0,1,1,0
1,2442,91,62,1.0,0,1,0,0,1,0
1,2720,88,69,1.0,0,1,0,0,1,0
1,2722,91,73,1.0,0,1,0,0,1,0
2,316,95,49,1.0,0,1,0,0,1,1
2,464,90,58,1.0,0,1,0,0,1,0
2,706,82,64,1.0,0,1,0,0,0,0
2,988,89,72,1.0,0,1,0,0,1,0
2,1049,86,55,0.0,0,1,0,0,1,0
2,1220,97,57,1.0,0,1,0,0,1,1
2,1493,86,37,0.0,0,0,1,0,1,0
2,2855,87,35,0.0,0,0,1,0,1,0
2,3020,77,68,0.0,1,1,0,0,1,0
1,757,71,49,1.0,1,1,0,0,0,0
1,1076,88,34,1.0,0,0,1,0,1,0
1,1154,92,58,0.0,0,0,0,1,1,0
1,1365,81,50,0.0,0,0,1,0,0,0
1,2218,78,57,1.0,0,1,0,0,1,0
1,2501,93,48,1.0,0,0,0,1,1,0
1,2769,77,78,1.0,0,1,0,0,0,0
2,300,78,63,0.0,1,1,0,0,1,0
2,377,89,40,1.0,0,0,1,0,1,0
2,631,90,67,0.0,0,1,0,0,1,0
2,898,91,49,1.0,0,1,0,0,1,1
2,1278,72,59,0.0,0,1,0,0,0,0
2,1477,94,53,0.0,0,0,1,0,1,0
2,2005,89,64,0.0,0,0,0,1,1,0
2,2117,89,51,1.0,0,0,1,0,1,0
2,2165,94,36,0.0,0,0,1,0,1,0
2,2441,93,42,0.0,0,0,0,1,1,1
2,2775,73,43,0.0,0,0,1,0,0,0
1,166,86,47,1.0,0,0,1,0,1,0
1,167,85,46,1.0,0,0,1,0,1,0
1,693,90,56,0.0,0,0,1,0,1,0
1,870,89,32,1.0,0,1,0,0,1,0
1,913,72,66,0.0,0,0,1,0,0,0
1,1527,82,75,0.0,0,1,0,0,0,0
1,1879,92,28,1.0,0,1,0,0,1,0
1,2013,90,58,0.0,0,1,0,0,1,0
1,2291,81,75,0.0,1,0,1,0,1,1
2,500,94,34,1.0,0,0,1,0,1,0
2,681,87,43,1.0,0,1,0,0,1,0
2,836,91,45,1.0,0,0,0,1,1,0
2,931,90,73,1.0,0,1,0,0,1,0
2,1217,87,30,1.0,0,1,0,0,0,0
2,1544,75,78,1.0,0,0,1,0,1,0
2,1621,91,61,1.0,0,1,0,0,1,0
2,1660,93,47,1.0,0,0,0,1,1,1
2,1940,91,66,0.0,0,0,1,0,1,0
2,1958,88,28,0.0,0,1,0,0,0,0
2,1968,90,53,0.0,0,0,0,1,0,0
2,2182,89,56,1.0,0,0,0,1,0,0
1,890,73,67,1.0,0,1,0,0,0,0
1,1063,73,66,0.0,0,0,1,0,0,0
1,2050,72,31,1.0,0,1,0,0,0,0
1,2346,94,48,1.0,0,0,0,1,1,1
2,208,95,55,0.0,0,0,0,1,1,0
2,328,70,66,1.0,0,0,1,0,1,0
2,362,82,63,1.0,0,1,0,0,1,0
2,427,87,58,1.0,0,0,1,0,0,0
2,635,80,47,1.0,0,0,1,0,0,0
2,676,71,58,1.0,0,1,0,0,0,0
2,769,89,37,0.0,0,0,1,0,1,0
2,1259,90,49,0.0,0,0,0,1,1,0
2,1445,89,58,1.0,0,1,0,0,1,1
2,1686,78,59,0.0,0,1,0,0,0,0
2,1785,86,47,1.0,0,1,0,0,1,1
2,2111,94,41,0.0,0,1,0,0,1,0
2,2327,96,57,1.0,0,1,0,0,1,0
2,2396,74,12,1.0,1,0,1,0,1,0
2,2573,74,37,0.0,0,1,0,0,1,0
2,2643,72,60,1.0,0,0,1,0,0,0
1,316,72,36,1.0,0,1,0,0,1,0
1,656,89,28,1.0,0,1,0,0,1,0
1,658,94,42,1.0,0,1,0,0,1,1
1,798,95,74,1.0,0,1,0,0,1,0
1,925,75,43,0.0,0,1,0,0,0,0
1,1297,88,56,1.0,0,1,0,0,1,0
1,2002,89,36,0.0,0,1,0,0,1,1
1,2315,85,70,1.0,0,0,1,0,1,0
1,2369,75,81,0.0,0,0,1,0,1,0
2,239,91,45,0.0,0,0,0,1,1,0
2,265,87,63,1.0,0,1,0,0,1,0
2,357,82,47,1.0,0,1,0,0,1,0
2,574,78,67,1.0,0,0,1,0,1,0
2,1138,89,23,0.0,0,1,0,0,1,0
2,1527,93,62,1.0,0,1,0,0,1,1
2,1755,90,59,0.0,0,0,1,0,1,0
2,1954,92,57,0.0,0,0,1,0,1,1
2,2332,91,46,1.0,0,0,0,1,1,0
2,2940,92,60,1.0,0,0,1,0,1,0
1,718,94,40,0.0,0,0,0,1,1,0
1,769,80,37,0.0,0,1,0,0,1,0
1,896,80,44,1.0,0,1,0,0,0,0
1,918,80,47,0.0,0,0,1,0,1,0
1,1376,78,50,1.0,0,0,1,0,0,0
1,1913,87,47,1.0,0,0,0,1,1,0
1,1954,67,69,1.0,0,1,0,0,0,0
1,2050,94,74,0.0,0,1,0,0,1,0
1,2219,85,70,1.0,0,1,0,0,0,0
2,463,80,33,0.0,0,1,0,0,0,0
2,753,96,37,0.0,0,1,0,0,1,0
2,840,96,52,1.0,0,1,0,0,1,1
2,1009,85,43,0.0,0,1,0,0,0,0
2,1096,75,49,1.0,0,0,1,0,0,0
2,1344,89,35,1.0,0,0,0,1,1,0
2,1612,93,43,0.0,0,0,0,1,1,0
2,1713,89,48,1.0,0,1,0,0,1,0
2,1961,89,47,1.0,0,0,0,1,1,0
1,16,80,32,0.0,0,1,0,0,0,0
1,721,76,65,1.0,1,0,1,0,1,0
1,1598,90,26,0.0,0,1,0,0,1,0
1,1633,88,74,0.0,0,0,1,0,1,0
1,2223,73,41,0.0,1,1,0,0,0,0
2,1093,73,66,0.0,1,1,0,0,0,0
2,1195,90,66,1.0,0,0,1,0,0,0
2,1235,93,56,1.0,0,0,0,1,1,0
2,1718,94,55,1.0,0,0,0,1,1,1
2,1872,93,66,0.0,0,1,0,0,1,0
2,2038,89,66,0.0,0,1,0,0,1,0
1,109,94,66,1.0,0,0,0,1,1,0
1,313,81,71,1.0,0,1,0,0,1,0
1,403,96,55,0.0,0,0,0,1,1,1
1,615,93,39,1.0,0,0,0,1,1,0
1,720,73,31,1.0,0,1,0,0,0,0
1,808,90,70,0.0,0,1,0,0,0,0
1,917,81,59,1.0,0,0,1,0,0,0
1,959,75,44,1.0,0,1,0,0,0,0
1,1297,72,48,0.0,1,1,0,0,1,0
1,1308,83,79,0.0,0,1,0,0,0,0
1,1898,76,44,1.0,1,1,0,0,0,0
1,2491,73,96,0.0,0,1,0,0,0,0
1,2806,91,29,0.0,0,1,0,0,1,0
2,367,78,25,1.0,0,0,1,0,1,0
2,536,83,52,1.0,0,1,0,0,1,0
2,556,90,54,1.0,0,0,0,1,1,1
2,872,79,28,1.0,0,1,0,0,0,0
2,971,87,34,0.0,0,1,0,0,1,1
2,1459,86,45,1.0,0,1,0,0,1,0
2,1626,76,28,1.0,0,1,0,0,0,0
2,1893,79,31,1.0,0,0,1,0,1,0
2,1980,71,37,1.0,0,1,0,0,0,0
2,2400,76,64,1.0,0,1,0,0,1,0
2,2480,70,19,1.0,0,1,0,0,0,0
2,2703,74,27,1.0,0,1,0,0,0,0
2,2959,91,73,1.0,0,1,0,0,1,0
1,503,77,56,0.0,1,0,1,0,1,0
1,1232,83,42,0.0,1,1,0,0,1,0
1,1280,74,37,1.0,0,1,0,0,0,0
1,2442,72,54,1.0,0,0,1,0,1,1
2,155,86,62,1.0,0,0,1,0,0,0
2,156,93,55,1.0,0,0,1,0,1,1
2,708,82,75,0.0,0,1,0,0,1,1
2,1086,91,48,0.0,0,0,1,0,1,0
2,1088,94,34,0.0,0,0,1,0,1,1
2,1257,72,23,1.0,1,0,1,0,0,0
2,1259,74,26,1.0,0,0,1,0,0,0
2,1369,88,65,0.0,0,1,0,0,1,1
2,1496,91,34,0.0,0,0,1,0,1,0
2,2358,90,57,1.0,0,1,0,0,1,0
2,2428,87,58,1.0,0,1,0,0,1,0
2,2824,92,40,1.0,0,0,0,1,1,1
2,2995,93,39,1.0,0,1,0,0,1,0
1,269,26,71,1.0,0,0,1,0,0,0
1,808,20,38,1.0,0,1,0,0,1,0
1,2131,14,64,1.0,0,1,0,0,1,0
