period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,2178,75,77,0,1,0,0,0,0
1,2222,90,39,0,0,0,1,1,0
1,2486,92,73,0,1,0,0,1,0
1,2518,86,30,0,1,0,0,1,0
2,140,96,40,0,0,0,1,1,0
2,203,93,52,0,0,0,1,1,1
2,311,90,45,0,0,0,1,1,0
2,401,78,29,0,0,1,0,0,0
2,631,76,38,0,0,1,0,1,0
2,668,87,44,0,0,0,1,0,0
2,1535,81,53,0,1,0,0,1,0
2,1854,76,53,0,1,0,0,0,0
2,2328,89,44,0,0,0,1,1,0
2,2525,82,32,0,1,0,0,0,0
2,2610,75,63,0,0,1,0,1,0
2,2694,78,40,0,1,0,0,0,0
2,2711,75,39,0,1,0,0,0,0
2,3048,83,49,0,1,0,0,1,0
2,3050,94,56,0,1,0,0,1,1
1,228,92,47,0,0,0,1,1,0
1,322,72,38,0,0,1,0,0,0
1,706,69,50,0,1,0,0,0,0
1,938,89,46,0,1,0,0,1,0
1,1259,83,36,0,1,0,0,0,0
1,1277,92,44,0,0,1,0,0,0
1,1863,73,40,0,1,0,0,0,0
1,2198,76,70,0,0,1,0,0,0
1,2621,81,35,0,1,0,0,1,0
2,21,96,52,0,0,0,1,1,0
2,82,90,56,0,1,0,0,1,0
2,784,77,27,1,0,1,0,0,0
2,808,83,44,0,1,0,0,1,0
2,854,91,38,0,0,0,1,1,0
2,1195,72,32,0,1,0,0,0,0
2,1418,90,40,0,0,1,0,1,0
2,1612,74,40,0,1,0,0,0,0
2,1668,71,62,0,1,0,0,0,0
2,1941,70,48,0,1,0,0,0,0
2,1954,91,63,0,1,0,0,1,0
2,2345,88,14,1,1,0,0,0,0
1,130,93,30,0,0,1,0,1,0
1,186,91,50,0,1,0,0,1,0
1,425,81,26,0,1,0,0,0,0
1,530,90,56,0,1,0,0,1,0
1,532,95,62,0,0,1,0,1,0
1,668,88,55,0,0,0,1,1,0
1,1017,90,63,0,0,1,0,1,0
1,1219,88,45,0,0,0,1,1,0
1,1255,87,57,0,1,0,0,1,0
1,1744,74,27,0,1,0,0,1,0
1,1839,77,75,0,1,0,0,0,0
1,2660,79,34,0,1,0,0,1,0
2,200,94,52,0,0,0,1,1,0
2,512,90,59,0,0,1,0,1,1
2,642,90,28,0,0,1,0,1,0
2,718,72,77,0,0,1,0,0,0
2,933,89,41,0,1,0,0,0,0
2,937,84,50,0,1,0,0,0,0
2,951,72,43,0,0,1,0,0,0
2,1032,81,49,0,1,0,0,1,0
2,1085,78,73,0,0,1,0,0,0
2,1570,80,26,0,1,0,0,0,0
2,1574,90,47,0,1,0,0,1,0
2,1733,91,39,0,0,0,1,1,0
2,2096,91,47,0,0,0,1,1,0
2,2203,87,31,0,1,0,0,0,0
2,2209,76,50,0,0,1,0,1,0
2,2325,77,73,0,0,1,0,1,0
1,317,76,30,0,1,0,0,0,0
1,420,91,50,0,0,1,0,1,0
1,616,89,44,0,1,0,0,1,0
1,686,91,58,0,1,0,0,1,0
1,688,93,65,0,1,0,0,1,0
1,1136,92,48,0,0,1,0,1,0
1,1360,90,67,0,1,0,0,1,0
1,1541,74,68,0,1,0,0,1,0
1,1574,92,59,0,0,0,1,1,0
1,1739,87,44,0,0,1,0,1,1
1,2036,88,41,0,1,0,0,1,0
1,2085,95,48,0,0,1,0,1,0
1,2402,90,41,0,1,0,0,1,0
2,380,91,39,0,1,0,0,1,0
2,406,77,36,0,1,0,0,0,0
2,419,92,41,0,1,0,0,1,0
2,793,78,64,0,1,0,0,1,0
2,796,89,46,0,0,0,1,1,0
2,902,94,44,0,0,0,1,1,0
2,1107,87,30,0,1,0,0,0,0
2,1436,89,44,0,0,0,1,1,0
2,1788,76,42,0,1,0,0,0,0
2,1800,77,70,0,0,1,0,1,0
2,2186,94,43,0,0,0,1,1,0
2,2277,77,71,0,0,1,0,1,0
2,2471,80,38,0,0,1,0,0,0
2,2600,88,45,0,0,1,0,1,0
2,2716,87,72,0,1,0,0,1,0
1,75,94,69,0,1,0,0,1,0
1,759,72,32,0,1,0,0,1,0
1,987,90,43,0,0,0,1,1,0
