period,time,x,y,freeKick,rightFoot,leftFoot,head,opportunity,goal
1,1305,92,65,0,1,0,0,0,0
1,1323,74,23,0,1,0,0,1,0
1,1701,74,22,0,1,0,0,0,0
1,1820,64,63,0,1,0,0,0,0
1,2652,69,53,1,1,0,0,1,0
2,341,87,10,0,1,0,0,1,0
2,450,71,47,1,1,0,0,1,0
2,689,81,27,0,0,1,0,1,0
2,758,90,49,0,0,0,1,1,1
2,987,75,28,0,1,0,0,1,1
2,1754,88,41,0,1,0,0,1,1
2,1851,91,44,0,1,0,0,0,0
2,2329,88,61,0,1,0,0,1,0
2,2482,74,34,0,1,0,0,1,0
2,2545,82,47,0,1,0,0,1,1
2,2708,79,43,0,0,1,0,0,0
1,550,87,75,0,1,0,0,1,0
1,661,93,63,0,0,0,1,1,0
1,885,89,58,0,1,0,0,1,0
1,1188,93,61,0,0,0,1,0,0
1,1190,90,66,0,1,0,0,0,0
1,1407,81,75,0,1,0,0,0,0
1,1432,83,31,0,1,0,0,1,0
1,1563,78,39,0,1,0,0,1,0
1,1666,92,46,0,0,1,0,1,0
1,1668,97,59,0,1,0,0,1,1
1,1804,74,54,0,0,1,0,1,0
1,2233,86,34,0,0,1,0,1,0
2,157,88,37,0,0,1,0,1,0
2,367,85,24,0,1,0,0,1,0
2,1061,91,51,0,1,0,0,1,0
2,1164,86,67,0,1,0,0,0,0
2,1168,85,50,0,1,0,0,1,0
2,1327,81,53,0,1,0,0,0,0
2,1382,96,29,0,0,1,0,1,0
2,2243,81,60,0,0,1,0,1,0
2,2884,91,38,0,1,0,0,1,0
2,2886,87,42,0,0,1,0,1,0
1,549,82,50,0,0,1,0,1,1
1,1061,94,49,0,0,1,0,1,1
1,1228,91,33,0,0,1,0,1,0
1,1327,69,29,0,1,0,0,1,0
1,1512,72,45,0,0,1,0,0,0
1,1912,90,31,0,0,1,0,1,0
1,2160,88,51,0,1,0,0,1,0
1,2572,95,50,0,1,0,0,1,0
1,2666,90,41,0,0,0,1,1,0
2,293,72,72,0,1,0,0,1,0
2,601,94,65,0,1,0,0,1,0
2,657,84,71,0,0,1,0,1,0
2,777,81,69,0,0,1,0,0,0
2,1085,74,42,0,0,1,0,1,0
2,1217,93,61,0,0,0,1,1,0
2,1310,76,43,0,1,0,0,1,0
2,1529,90,53,0,0,0,1,1,0
2,1627,78,28,1,1,0,0,1,0
2,1885,84,49,0,0,1,0,1,1
2,2035,92,27,0,0,1,0,0,0
2,2067,99,60,0,1,0,0,1,0
2,2121,71,62,0,0,1,0,0,0
2,2255,79,67,1,0,1,0,1,1
2,2557,86,50,0,0,1,0,0,0
2,2559,90,41,0,1,0,0,1,0
2,2638,82,34,0,0,1,0,0,0
